Name                  ;Cns ;Coordinates               ;Wv   ;Typ   ;    Diam;   Dist;    pmRA;    pmDe;    RV  ; Reference           ;Aliases
FSR 1696              ;Cir ;15 01 12.0 -57 39 54      ;Op   ;***   ;   13.80;       ;        ;        ;        ; GDR2_Rej            ;
SHU 35                ;Cir ;15 01 27.0 -59 34 37      ;IR   ;EC?   ;    0.20;       ;        ;        ;        ; GDR2_Rej            ;La Serena 194, IRAS 14575-5922
Urq G318.72-0.72      ;Cir ;15 01 27.1 -59 34 37      ;IR   ;EC?   ;    0.40;   2300;        ;        ;        ; GDR2_Rej            ;
Bica 497              ;Cir ;15 02 49.0 -59 49 50      ;Op   ;***   ;    1.10;       ;        ;        ;        ; GDR2_Rej            ;
VVV-CL 43             ;Cir ;15 02 56.0 -58 35 55      ;IR   ;OC    ;    1.80;  11600;        ;        ;        ; GDR2_Rej            ;
Mercer 57             ;Cir ;15 03 01.0 -59 01 23      ;IR   ;OC    ;    1.60;  11440;        ;        ;        ; GDR2_Rej            ;GLIMPSE 57
Bica 498              ;Cir ;15 03 04.0 -59 47 20      ;Op   ;***   ;    2.00;       ;        ;        ;        ; GDR2_Rej            ;
Froebrich Cl 107      ;Cir ;15 03 13.7 -59 04 29      ;IR   ;EC?   ;    0.30;  11400;        ;        ;        ; GDR2_Rej            ;IRAS 14593-5852, La Serena 195
Mercer 58             ;Cir ;15 03 19.0 -58 36 07      ;IR   ;OC    ;    2.20;  11750;        ;        ;        ; GDR2_Rej            ;GLIMPSE 58
Bica 496              ;Cir ;15 03 23.0 -63 22 54      ;IR   ;***   ;    4.00;       ;        ;        ;        ; GDR2_Rej            ;
LMR 200               ;Cir ;15 03 35.0 -58 52 39      ;IR   ;OB    ;   22.00;   6450;        ;        ;        ; GDR2_Rej            ;
VVV-CL 44             ;Cir ;15 03 40.0 -58 35 07      ;IR   ;OC    ;    1.30;  11580;        ;        ;        ; GDR2_Rej            ;
VVV-CL 45             ;Cir ;15 03 47.0 -58 40 11      ;IR   ;OC    ;    1.80;   3100;        ;        ;        ; GDR2_Rej            ;
HD 132842 Grp         ;Cir ;15 05 03.0 -60 48 42      ;Op   ;***   ;   18.00;       ;        ;        ;        ; GDR2_Rej            ;
BDB 258               ;Cir ;15 05 17.8 -57 31 41      ;IR   ;EC    ;    7.00;   2690;        ;        ;        ; GDR2_Rej            ;RCW 87 Cl, IRAS 15015-5720
LMR 201               ;Cir ;15 05 22.0 -57 45 54      ;IR   ;OB    ;   17.00;   6500;        ;        ;        ; GDR2_Rej            ;
DBSB 138              ;Cir ;15 05 23.0 -57 26 37      ;IR   ;EC    ;    0.80;   2180;        ;        ;        ; GDR2_Rej            ;
FSR 1697              ;Cir ;15 06 42.0 -56 31 01      ;Op   ;***   ;   12.60;       ;        ;        ;        ; GDR2_Rej            ;
Alessi J1506-5636     ;Cir ;15 06 45.0 -56 36 46      ;Op   ;***   ;    2.20;       ;        ;        ;        ; GDR2_Rej            ;
Mercer 59             ;Cir ;15 07 13.0 -57 47 53      ;IR   ;OC    ;    2.00;   2065;        ;        ;        ; GDR2_Rej            ;GLIMPSE 59
La Serena 196         ;Cir ;15 07 15.5 -57 49 05      ;IR   ;EC?   ;    3.00;       ;        ;        ;        ; GDR2_Rej            ;IRAS 15033-5736
La Serena 197         ;Cir ;15 09 32.3 -57 59 17      ;IR   ;EC?   ;    1.00;       ;        ;        ;        ; GDR2_Rej            ;
Urq G320.40+0.13      ;Cir ;15 09 38.5 -57 59 44      ;IR   ;EC?   ;    0.70;  12500;        ;        ;        ; GDR2_Rej            ;
La Serena 198         ;Cir ;15 09 42.3 -57 16 53      ;IR   ;EC?   ;    0.55;   3600;        ;        ;        ; GDR2_Rej            ;IRAS 15058-5705
La Serena 199         ;Cir ;15 09 52.8 -58 25 39      ;IR   ;EC?   ;    1.00;       ;        ;        ;        ; GDR2_Rej            ;
La Serena 200         ;Cir ;15 10 03.6 -56 33 47      ;IR   ;EC?   ;    3.00;       ;        ;        ;        ; GDR2_Rej            ;IRAS 15062-5622
VVV-CL 46             ;Cir ;15 10 08.0 -58 17 06      ;IR   ;OC    ;    0.67;  12140;        ;        ;        ; GDR2_Rej            ;
Loden 2045            ;Cir ;15 10 33.6 -58 46 12      ;Op   ;***   ;   19.20;       ;        ;        ;        ; GDR2_Rej            ;
VVV-CL 67             ;Cir ;15 10 36.0 -57 54 42      ;IR   ;OC?   ;    1.00;   3700;        ;        ;        ; GDR2_Rej            ;
La Serena 201         ;Cir ;15 10 36.6 -58 23 49      ;IR   ;EC?   ;    0.55;   4500;        ;        ;        ; GDR2_Rej            ;IRAS 15067-5812
LMR 204               ;Cir ;15 10 50.0 -57 58 19      ;IR   ;OB    ;   27.00;   6600;        ;        ;        ; GDR2_Rej            ;
La Serena 202         ;Cir ;15 10 59.7 -57 42 43      ;IR   ;EC    ;    1.30;   2980;        ;        ;        ; GDR2_Rej            ;
La Serena 203         ;Cir ;15 11 08.6 -59 06 48      ;IR   ;EC?   ;    0.90;   3000;        ;        ;        ; GDR2_Rej            ;IRAS 15072-5855
VVV-CL 47             ;Cir ;15 11 52.0 -59 30 30      ;IR   ;OC    ;    0.70;   4100;        ;        ;        ; GDR2_Rej            ;
LMR 206               ;Cir ;15 13 03.0 -56 54 21      ;IR   ;OB    ;   52.00;   6650;        ;        ;        ; GDR2_Rej            ;
LMR 202               ;Cir ;15 13 10.0 -59 28 42      ;IR   ;OB    ;   57.00;   6550;        ;        ;        ; GDR2_Rej            ;
Urq G320.41-0.92      ;Cir ;15 13 38.6 -58 53 38      ;IR   ;EC?   ;    0.40;   2800;        ;        ;        ; GDR2_Rej            ;
Urq G321.69+1.18      ;Cir ;15 13 49.1 -56 24 56      ;IR   ;EC?   ;    2.80;   2400;        ;        ;        ; GDR2_Rej            ;
VVV-CL 48             ;Cir ;15 14 01.0 -59 15 13      ;IR   ;OC    ;    0.90;   3480;        ;        ;        ; GDR2_Rej            ;
VVV-CL 49             ;Cir ;15 14 30.0 -58 11 49      ;IR   ;OC?   ;    1.00;       ;        ;        ;        ; GDR2_Rej            ;
Urq G320.87-0.38      ;Cir ;15 14 40.9 -58 11 49      ;IR   ;EC?   ;    0.35;   2800;        ;        ;        ; GDR2_Rej            ;
La Serena 204         ;Cir ;15 14 41.2 -58 11 49      ;IR   ;EC?   ;    3.00;       ;        ;        ;        ; GDR2_Rej            ;IRAS 15107-5800
Alessi 61             ;Cir ;15 14 51.0 -63 24 00      ;Op   ;***   ;    1.50;       ;        ;        ;        ; GDR2_Rej            ;
FoF 267               ;Cir ;15 14 55.4 -59 35 37      ;Op   ;OC?   ;   15.48;   4219;        ;        ;        ; GDR2_Rej            ;FoF 1177, FoF 1178, FoF 139
Pismis 20 Assoc       ;Cir ;15 14 58.0 -59 14 45      ;Op   ;OB    ;   70.00;   3127;        ;        ;        ; GDR2_Rej            ;Muzzio-Circinus
FoF 1178              ;Cir ;15 15 29.2 -59 23 21      ;Op   ;OC?   ;   12.60;   3378;        ;        ;        ; GDR2_Rej            ;FoF 139, FoF 266, FoF 267
SHU 38                ;Cir ;15 15 53.0 -58 11 10      ;IR   ;EC?   ;    1.10;       ;        ;        ;        ; GDR2_Rej            ;La Serena 205
La Serena 206         ;Cir ;15 16 05.4 -58 11 46      ;IR   ;EC?   ;    1.00;       ;        ;        ;        ; GDR2_Rej            ;IRAS 15122-5801
LMR 205               ;Cir ;15 16 35.0 -58 17 55      ;IR   ;OB    ;   18.00;   6600;        ;        ;        ; GDR2_Rej            ;
Mercer 60             ;Cir ;15 16 37.0 -58 10 08      ;IR   ;OC    ;    1.20;   8980;        ;        ;        ; GDR2_Rej            ;GLIMPSE 60
La Serena 207         ;Cir ;15 16 49.0 -58 11 15      ;IR   ;EC?   ;    3.00;       ;        ;        ;        ; GDR2_Rej            ;
La Serena 208         ;Cir ;15 17 23.0 -57 51 08      ;IR   ;EC    ;    1.20;   2330;        ;        ;        ; GDR2_Rej            ;
La Serena 209         ;Cir ;15 17 38.8 -59 47 51      ;IR   ;EC?   ;    3.00;       ;        ;        ;        ; GDR2_Rej            ;IRAS 15136-5936
Spitzer J1517-5635    ;Cir ;15 17 50.0 -56 35 38      ;IR   ;OC?   ;    2.60;   2520;        ;        ;        ; GDR2_Rej            ;
Bica 499              ;Cir ;15 18 49.0 -60 29 45      ;Op   ;***   ;    2.50;       ;        ;        ;        ; GDR2_Rej            ;
Cir Assoc             ;Cir ;15 18 53.0 -59 59 11      ;IR   ;OB    ;   40.00;       ;        ;        ;        ; GDR2_Rej            ;
Majaess 161           ;Cir ;15 19 37.0 -57 19 03      ;IR   ;EC?   ;   14.00;       ;        ;        ;        ; GDR2_Rej            ;
G3CC 24               ;Cir ;15 19 43.2 -57 18 04      ;IR   ;EC    ;    0.50;   2020;        ;        ;        ; GDR2_Rej            ;La Serena 210
G3CC 25               ;Cir ;15 19 44.6 -57 16 35      ;IR   ;EC    ;    1.00;   1982;        ;        ;        ; GDR2_Rej            ;La Serena 211
La Serena 212         ;Cir ;15 19 46.3 -57 19 28      ;IR   ;EC?   ;    1.00;       ;        ;        ;        ; GDR2_Rej            ;IRAS 15158-5708
La Serena 213         ;Cir ;15 20 07.0 -55 36 12      ;IR   ;EC?   ;    0.60;   2400;        ;        ;        ; GDR2_Rej            ;IRAS 15163-5525
TC 1520-6057          ;Cir ;15 20 11.0 -60 57 06      ;Op   ;***   ;    1.50;       ;        ;        ;        ; GDR2_Rej            ;GSC 9021-1517 Grp
La Serena 214         ;Cir ;15 20 22.2 -56 27 06      ;IR   ;EC?   ;    1.00;       ;        ;        ;        ; GDR2_Rej            ;IRAS 15165-5616
La Serena 215         ;Cir ;15 20 23.0 -55 34 37      ;IR   ;EC?   ;    3.00;       ;        ;        ;        ; GDR2_Rej            ;IRAS 15165-5524
VVV-CL 51             ;Cir ;15 20 39.0 -56 51 37      ;Op   ;OC    ;    1.70;   2200;        ;        ;        ; GDR2_Rej            ;
La Serena 216         ;Cir ;15 20 48.2 -56 26 43      ;IR   ;EC?   ;    1.00;       ;        ;        ;        ; GDR2_Rej            ;IRAS 15169-5615
VVV-CL 50             ;Cir ;15 21 06.0 -57 57 32      ;IR   ;OC?   ;    0.50;   4500;        ;        ;        ; GDR2_Rej            ;
VVV-CL 52             ;Cir ;15 21 44.0 -56 52 40      ;IR   ;OC?   ;    1.20;       ;        ;        ;        ; GDR2_Rej            ;
Slotegraaf 49         ;Cir ;15 22 33.0 -59 09 00      ;Op   ;***   ;    3.60;       ;        ;        ;        ; GDR2_Rej            ;
La Serena 217         ;Cir ;15 23 53.6 -56 50 19      ;IR   ;EC?   ;    0.60;   1596;        ;        ;        ; GDR2_Rej            ;
La Serena 218         ;Cir ;15 25 47.7 -57 09 06      ;IR   ;EC?   ;    3.00;       ;        ;        ;        ; GDR2_Rej            ;IRAS 15219-5658
La Serena 219         ;Cir ;15 26 47.0 -56 38 10      ;IR   ;EC?   ;    1.00;       ;        ;        ;        ; GDR2_Rej            ;IRAS 15228-5627
La Serena 220         ;Cir ;15 26 48.7 -56 26 09      ;IR   ;EC?   ;    3.00;       ;        ;        ;        ; GDR2_Rej            ;IRAS 15229-5615
Majaess 162           ;Cir ;15 26 52.0 -56 29 14      ;IR   ;EC?   ;    4.00;       ;        ;        ;        ; GDR2_Rej            ;
VVV-CL 53             ;Cir ;15 27 45.0 -55 48 38      ;IR   ;OC    ;    2.60;   2800;        ;        ;        ; GDR2_Rej            ;
Bica 500              ;Cir ;15 27 49.0 -56 21 38      ;IR   ;***   ;    5.00;       ;        ;        ;        ; GDR2_Rej            ;
FSR 1701              ;Cir ;15 28 26.4 -56 59 49      ;IR   ;***   ;   14.00;       ;        ;        ;        ; GDR2_Rej            ;
La Serena 221         ;Cir ;15 28 54.6 -56 32 38      ;IR   ;EC?   ;    0.35;   4400;        ;        ;        ; GDR2_Rej            ;IRAS 15250-5622
G323.460-0.079        ;Cir ;15 29 20.0 -56 31 23      ;IR   ;EC?   ;    0.50;   4400;        ;        ;        ; GDR2_Rej            ;La Serena 222
LMR 207               ;Cir ;15 29 21.0 -56 31 29      ;IR   ;OB    ;    6.00;   4400;        ;        ;        ; GDR2_Rej            ;
HD 65524 Grp          ;Cnc ;08 00 09.0 +09 51 00      ;Op   ;***   ;   37.00;       ;        ;        ;        ; GDR2_Rej            ;
TYC 1930-1550 Grp     ;Cnc ;08 01 52.0 +25 11 00      ;Op   ;***   ;   10.00;       ;        ;        ;        ; GDR2_Rej            ;Saloranta J0801+2511
Omega-2 Cnc Grp       ;Cnc ;08 04 06.0 +24 32 00      ;Op   ;***   ;   95.00;       ;        ;        ;        ; GDR2_Rej            ;
Little Crab           ;Cnc ;08 05 00.0 +15 00 00      ;Op   ;***   ;  240.00;       ;        ;        ;        ; GDR2_Rej            ;Cancer Minor
Santa 152             ;Cnc ;08 06 26.0 +24 02 06      ;Op   ;***   ;   12.00;       ;        ;        ;        ; GDR2_Rej            ;
TYC 1939-435 Grp      ;Cnc ;08 08 28.0 +28 56 06      ;Op   ;***   ;    6.50;       ;        ;        ;        ; GDR2_Rej            ;Saloranta 4
Alessi-Teutsch 17     ;Cnc ;08 09 06.0 +12 50 51      ;Op   ;***   ;   56.00;       ;        ;        ;        ; GDR2_Rej            ;Alessi 165, TC 0809+1250, HD 67425 Grp
TYC 2473-851-1        ;Cnc ;08 12 32.0 +32 57 24      ;Op   ;***   ;    4.00;       ;        ;        ;        ; GDR2_Rej            ;Saloranta J0812+3257
Alessi J0814+0700     ;Cnc ;08 14 36.0 +07 00 00      ;Op   ;***   ;   18.00;       ;        ;        ;        ; GDR2_Rej            ;
TYC 798-475 Grp       ;Cnc ;08 14 47.0 +10 09 00      ;Op   ;***   ;   12.00;       ;        ;        ;        ; GDR2_Rej            ;Saloranta J0814+1009
Alessi 105            ;Cnc ;08 15 35.0 +07 38 32      ;Op   ;***   ;  123.00;       ;        ;        ;        ; GDR2_Rej            ;
SAO 80149 Grp         ;Cnc ;08 23 22.0 +21 51 54      ;Op   ;***   ;    8.00;       ;        ;        ;        ; GDR2_Rej            ;
Foldvari 31           ;Cnc ;08 23 28.0 +21 52 00      ;Op   ;***   ;    6.00;       ;        ;        ;        ; GDR2_Rej            ;TYC 1390-179-1 Grp
Foldvari 32           ;Cnc ;08 24 36.0 +22 03 00      ;Op   ;***   ;    4.00;       ;        ;        ;        ; GDR2_Rej            ;
Renou 51              ;Cnc ;08 24 42.0 +28 55 00      ;Op   ;***   ;    3.50;       ;        ;        ;        ; GDR2_Rej            ;
Kernya 27             ;Cnc ;08 28 33.0 +06 57 48      ;Op   ;***   ;   30.00;       ;        ;        ;        ; GDR2_Rej            ;HD 71595 Grp
Renou 30              ;Cnc ;08 42 47.0 +09 34 42      ;Op   ;***   ;    5.00;       ;        ;        ;        ; GDR2_Rej            ;DSH J0842+0934, Santa 150
Ferrero 35            ;Cnc ;08 45 56.0 +12 28 00      ;Op   ;***   ;   10.00;       ;        ;        ;        ; GDR2_Rej            ;Alessi J0845+1228
Rouault 6             ;Cnc ;08 47 20.0 +09 15 53      ;Op   ;***   ;   21.00;       ;        ;        ;        ; GDR2_Rej            ;Santa 151
NGC 2664              ;Cnc ;08 47 22.1 +12 36 00      ;Op   ;***   ;   22.80;       ;        ;        ;        ; GDR2_Rej            ;
Ferrero 34            ;Cnc ;08 48 29.0 +12 08 44      ;Op   ;***   ;   11.00;       ;        ;        ;        ; GDR2_Rej            ;
NGC 2678              ;Cnc ;08 50 02.0 +11 20 18      ;Op   ;***   ;   13.00;       ;        ;        ;        ; GDR2_Rej            ;
Chupina 1             ;Cnc ;08 50 07.0 +11 56 42      ;Op   ;***   ;    5.00;       ;        ;        ;        ; GDR2_Rej            ;
Chupina 2             ;Cnc ;08 50 22.0 +12 18 30      ;Op   ;***   ;    6.00;       ;        ;        ;        ; GDR2_Rej            ;
Chupina 3             ;Cnc ;08 51 17.0 +11 25 12      ;Op   ;***   ;    9.00;       ;        ;        ;        ; GDR2_Rej            ;
Chupina 4             ;Cnc ;08 51 50.0 +12 23 48      ;Op   ;***   ;   14.00;       ;        ;        ;        ; GDR2_Rej            ;
Chupina 5             ;Cnc ;08 52 50.0 +11 54 42      ;Op   ;***   ;   14.00;       ;        ;        ;        ; GDR2_Rej            ;
MWSC 5033             ;Cnc ;08 55 56.9 +30 09 18      ;Op   ;***   ;   24.60;       ;        ;        ;        ; GDR2_Rej            ;
Sigma-3 Cnc Grp       ;Cnc ;08 59 38.0 +32 17 12      ;Op   ;***   ;   64.00;       ;        ;        ;        ; GDR2_Rej            ;
HD 76924 Grp          ;Cnc ;09 01 00.0 +26 19 30      ;Op   ;***   ;   38.00;       ;        ;        ;        ; GDR2_Rej            ;TC 0901+2619
SAO 98312 Grp         ;Cnc ;09 02 46.0 +11 01 48      ;Op   ;***   ;   26.00;       ;        ;        ;        ; GDR2_Rej            ;TC 0902+1101
MWSC 5038             ;Cnc ;09 14 17.8 +23 56 24      ;Op   ;***   ;   15.00;       ;        ;        ;        ; GDR2_Rej            ;
TYC 233-605 Grp       ;Cnc ;09 15 48.0 +06 52 30      ;Op   ;***   ;   15.00;       ;        ;        ;        ; GDR2_Rej            ;Saloranta J0915+0652
TYC 825-903 Grp       ;Cnc ;09 20 28.0 +13 29 36      ;Op   ;***   ;   12.00;       ;        ;        ;        ; GDR2_Rej            ;Saloranta J0920+1329
TYC 1952-1200 Grp     ;Cnc ;09 22 04.0 +22 31 00      ;Op   ;***   ;   19.00;       ;        ;        ;        ; GDR2_Rej            ;Saloranta J0922+2231
NGC 1891              ;Col ;05 21 25.0 -35 44 24      ;Op   ;***   ;   15.00;       ;        ;        ;        ; GDR2_Rej            ;
NGC 1963              ;Col ;05 32 09.6 -36 22 48      ;Op   ;***   ;   20.40;       ;        ;        ;        ; GDR2_Rej            ;
MEB 1                 ;Col ;05 41 34.0 -32 34 35      ;Op   ;MG?   ; 3000.00;   1800;        ;        ;        ; GDR2_Rej            ;
ESO 363-16            ;Col ;05 42 50.0 -33 58 10      ;Op   ;***   ;   20.00;       ;        ;        ;        ; GDR2_Rej            ;
AB Dor Assoc          ;Col ;05 42 56.4 -41 53 14      ;Op   ;YAs   ; 3000.00;     50;        ;        ;        ; GDR2_Rej            ;
NGC 2061              ;Col ;05 44 06.0 -33 56 06      ;Op   ;***   ;   18.00;       ;        ;        ;        ; GDR2_Rej            ;
ESO 424-25            ;Col ;05 49 49.0 -32 28 18      ;Op   ;***   ;    9.00;       ;        ;        ;        ; GDR2_Rej            ;
Prestgard 58          ;Col ;05 52 01.0 -37 39 01      ;Op   ;***   ;   40.00;       ;        ;        ;        ; GDR2_Rej            ;
Streicher J0553-42    ;Col ;05 53 30.0 -42 26 36      ;Op   ;***   ;    4.50;       ;        ;        ;        ; GDR2_Rej            ;
Kernya 43             ;Col ;05 54 31.0 -33 46 27      ;Op   ;***   ;   19.00;       ;        ;        ;        ; GDR2_Rej            ;
ESO 425-6             ;Col ;06 04 51.6 -29 11 06      ;Op   ;***   ;   13.80;       ;        ;        ;        ; GDR2_Rej            ;
MWSC 5665             ;Col ;06 10 26.4 -42 12 36      ;Op   ;***   ;   16.80;       ;        ;        ;        ; GDR2_Rej            ;
El Kanbi 17           ;Col ;06 11 17.0 -40 21 31      ;Op   ;***   ;   15.00;       ;        ;        ;        ; GDR2_Rej            ;
FSR 1317              ;Col ;06 34 08.4 -34 56 38      ;Op   ;***   ;   10.80;       ;        ;        ;        ; GDR2_Rej            ;
Streicher J0636-43    ;Col ;06 36 00.0 -43 04 24      ;Op   ;***   ;    6.00;       ;        ;        ;        ; GDR2_Rej            ;
Reiland 7             ;Com ;12 16 54.0 +15 50 00      ;Op   ;***   ;    2.50;       ;        ;        ;        ; GDR2_Rej            ;
Reiland 5             ;Com ;12 32 09.0 +13 37 09      ;Op   ;***   ;    9.00;       ;        ;        ;        ; GDR2_Rej            ;
