Name                  ;Cns ; RA          ; De         ;Wv   ;Typ   ;   Diam;   Dist;E(B-V);   Age;    pmRA;    pmDe;   RV   ; Reference           ;Aliases
Danks_2               ;Cen ;198.22200000 ;-62.6810000 ;Op   ;OC    ;    1.6;   7752;  2.35;  6.30;   -7.02;   -0.34;        ; 2020A&A...633A..99C ;
Delta_Ori             ;Ori ; 82.62146000 ; -0.1172392 ;Op   ;OC    ;  234.0;    358;      ;      ;    1.44;   -0.89;        ; 2018AJ....156...84K ;?Caballero-Solano 1
Dias_1                ;Cas ; 10.63000000 ;+64.0560000 ;Op   ;OC    ;    7.0;   2688;  0.94;  7.90;   -2.75;   -0.52;        ; 2020A&A...633A..99C ;Alicante 4
Dias_2                ;Ori ; 92.29100000 ; +4.5730000 ;Op   ;OC    ;    6.1;   4762;  0.42;  9.27;   -0.77;    1.24;        ; 2020A&A...633A..99C ;
Dias_4B               ;Cen ;205.78000000 ;-63.1400000 ;Op   ;OC    ;   14.4;   1786;  0.40;  7.38;   -4.44;   -2.34;        ; 2018MNRAS.481.3887D ;SAI 118, FoF 2098
Dias_5                ;Sgr ;274.38500000 ;-19.7070000 ;Op   ;OC    ;    9.4;   1344;  1.08;  8.10;    1.80;   -0.94;        ; 2020A&A...633A..99C ;Collinder 371
Dias_6                ;Sct ;277.61700000 ;-12.3300000 ;Op   ;OC    ;    5.9;   3021;  0.90;  8.84;    0.48;   -0.59;        ; 2020A&A...633A..99C ;BBD 5, FoF 291
Djorgovski_1          ;Sco ;266.86800000 ;-33.0660000 ;Op   ;GC    ;   14.4;  11690;  1.58; 10.05;   -5.16;   -8.32;        ; 2019MNRAS.484.2832V ;
Djorgovski_2          ;Sgr ;270.45500000 ;-27.8260000 ;Op   ;GC    ;   10.2;   6710;  0.87; 10.03;    0.52;   -3.05;        ; 2019MNRAS.484.2832V ;ESO 456-38
Dol-Dzim_10           ;Cyg ;301.46500000 ;+40.5400000 ;Op   ;OC    ;    6.0;   4486;  0.48;  9.10;   -2.93;    -4.8;        ; Alessi (Gaia DR2)   ;
Dol-Dzim_11           ;Cyg ;312.77800000 ;+35.9450000 ;Op   ;OC    ;    5.4;   4361;  0.50;  9.20;   -2.99;   -4.36;        ; Alessi (Gaia DR2)   ;
Dolidze 41            ;Cyg ;304.69200000 ;+37.7440000 ;Op   ;OC    ;    6.8;   4545;  0.77;  9.07;   -2.94;   -4.68;        ; 2020A&A...633A..99C ;Berkeley 85
Dolidze_1             ;Cyg ;302.05000000 ;+36.5500000 ;Op   ;OC?   ;    5.0;   3681;  0.62;  7.60;   -2.98;   -5.82;        ; Alessi (Gaia DR2)   ;Bica 118
Dolidze_11            ;Cyg ;306.68200000 ;+41.3720000 ;Op   ;OC    ;    3.1;   2041;  0.65;  7.35;   -1.25;   -4.26;        ; 2020A&A...633A..99C ;
Dolidze_16            ;Aur ; 78.62300000 ;+32.7070000 ;Op   ;OC    ;   15.6;   1312;  0.33;  7.60;   -0.06;   -2.60;        ; 2020A&A...633A..99C ;
Dolidze_20            ;Aur ; 81.93700000 ;+33.7850000 ;Op   ;OC    ;    8.4;   3062;  0.29;  7.40;    0.85;   -1.45;        ; Alessi (Gaia DR2)   ;
Dolidze_25            ;Mon ;101.28000000 ; +0.2400000 ;Op   ;OC    ;    7.2;   4995;  0.67;  6.75;   -0.26;     0.4;   77.40; Alessi (Gaia DR2)   ;LMR 155
Dolidze_3             ;Cyg ;303.80300000 ;+36.8320000 ;Op   ;OC    ;   11.3;   2016;  0.56;  8.29;   -2.88;   -5.61;        ; 2020A&A...633A..99C ;?UBC 369
Dolidze_32            ;Sct ;280.26000000 ; -4.0540000 ;Op   ;OC    ;   11.0;   2155;  1.46;  6.00;   -0.70;   -2.03;        ; 2020A&A...633A..99C ;
Dolidze_33            ;Sct ;280.30800000 ; -4.3730000 ;Op   ;OC    ;    9.6;   3238;  1.16;  7.30;   -1.09;   -3.18;        ; Alessi (Gaia DR2)   ;
Dolidze_39            ;Cyg ;304.05000000 ;+37.8800000 ;Op   ;OC    ;   10.8;   3467;  0.58;  9.05;   -3.06;   -4.96;        ; Alessi (Gaia DR2)   ;?Gulliver 42
Dolidze_4             ;Cyg ;304.48333300 ;+36.7083330 ;Op   ;OC?   ;    9.0;   2830;      ;      ;   -2.16;   -4.68;        ; Alessi (Gaia DR2)   ;
Dolidze_40            ;Cyg ;304.48500000 ;+37.8750000 ;Op   ;OC    ;    8.4;   3407;  1.06;  8.40;   -2.31;   -4.63;        ; Alessi (Gaia DR2)   ;
Dolidze_49            ;Mon ;101.76000000 ; -0.0100000 ;Op   ;OC    ;    6.6;   3426;  0.60;  8.27;   -0.71;    0.51;        ; Alessi (Gaia DR2)   ;TC 0647-0000, FSR 1072, Camargo 107
Dolidze_5             ;Cyg ;305.02500000 ;+39.3310000 ;Op   ;OC    ;   10.3;   2257;  0.52;  8.78;   -1.93;   -5.38;        ; 2020A&A...633A..99C ;FoF 500
Dolidze_52            ;Sgr ;275.98000000 ;-16.6400000 ;Op   ;OC    ;   15.6;   1608;  0.62;  7.30;   -0.49;   -1.64;        ; Alessi (Gaia DR2)   ;
Dolidze_53            ;Vul ;296.58800000 ;+24.6130000 ;Op   ;OC    ;    5.3;   2092;  0.87;  7.33;   -1.49;   -4.61;        ; 2020A&A...633A..99C ;
Dolidze_56            ;Cep ;331.02700000 ;+59.9000000 ;Op   ;OC    ;    4.6;   7289;  1.00;  8.95;   -2.45;   -2.05;        ; Alessi (Gaia DR2)   ;Alessi J2204+5951, Prestgard 26
Dolidze_6             ;Cyg ;305.12083330 ;+41.3541667 ;Op   ;OC    ;    1.1;    980;      ;      ;   -2.40;   -5.77;        ; Alessi (Gaia DR2)   ;BDB 45, BD+40 4124 Cl, HMSS 1, MWC 340 Cl, V1685 Cyg Cl, He3-1882 Cl
Dolidze_8             ;Cyg ;306.12900000 ;+42.3000000 ;Op   ;OC    ;   10.0;   1007;  1.67;  8.86;   -2.63;   -5.91;        ; 2020A&A...633A..99C ;
Dra_II                ;Dra ;238.19830000 ;+64.5653000 ;Op   ;UFD   ;    2.7;  20000;  0.02; 10.08;    1.17;    0.87;        ; arXiv:1804.10230v3  ;Laevens 4
ESO_123-26            ;Car ;118.16907450 ;-60.3681711 ;Op   ;OC    ;   42.2;    979;  0.13;  8.52;   -3.46;   10.93;        ; 2020A&A...635A..45C ;Theia 779, UBC 250
ESO_130-13            ;Cru ;185.78200000 ;-59.6440000 ;Op   ;OC    ;   10.6;   2591;  0.33;  7.99;   -4.42;   -0.42;        ; 2020A&A...633A..99C ;FoF 423
ESO_130-6             ;Cru ;181.97000000 ;-59.3100000 ;Op   ;OC    ;   13.1;    814;  0.33;  7.77;  -11.27;   -0.87;        ; 2020A&A...633A..99C ;Steine 4, Theia 486, UPK 574, FoF 2330
ESO_134-12            ;Cir ;221.22000000 ;-59.1580000 ;Op   ;OC    ;    4.0;   2410;  0.94;  8.78;   -5.18;   -3.12;        ; 2020A&A...633A..99C ;FoF 1610
ESO_166-4             ;Vel ;137.60200000 ;-53.8840000 ;Op   ;OC    ;    8.2;   1155;  0.15;  8.26;   -5.98;    5.67;        ; 2020A&A...633A..99C ;
ESO_211-3             ;Vel ;132.89700000 ;-50.2530000 ;Op   ;OC    ;    6.1;   6289;  1.08;  9.04;   -4.68;    4.33;        ; 2020A&A...633A..99C ;FSR 1463
ESO_211-8             ;Vel ;139.12083330 ;-49.7163888 ;Op   ;OC    ;    2.0;   2800;      ;      ;   -5.41;   -3.98;        ; Alessi (Gaia DR2)   ;Alicante 5
ESO_211-9             ;Vel ;139.18600000 ;-50.2850000 ;Op   ;OC    ;    2.9;  10753;  1.04;  8.70;   -3.53;    3.12;        ; 2020A&A...633A..99C ;
ESO_226-6             ;Nor ;246.04000000 ;-51.1510000 ;Op   ;OC    ;    4.8;   2571;  0.83;  8.47;   -2.18;   -3.31;        ; 2020A&A...633A..99C ;
ESO_280-6             ;Ara ;272.27500000 ;-46.4230000 ;Op   ;GC    ;    7.8;  21550;  0.07; 10.10;   -0.55;   -2.72;        ; 2019MNRAS.484.2832V ;
ESO_311-21            ;Pup ;120.41500000 ;-41.5960000 ;Op   ;OC    ;    5.4;   6250;  0.79;  9.30;   -2.85;    5.51;        ; 2020A&A...633A..99C ;
ESO_312-3             ;Pup ;126.12300000 ;-41.2870000 ;Op   ;OC    ;    5.9;   4386;  0.52;  8.94;   -3.78;    4.46;        ; 2020A&A...633A..99C ;FSR 1394, FoF 752
ESO_312-4             ;Vel ;126.72200000 ;-41.2510000 ;Op   ;OC    ;    1.9;   6667;  1.04;  8.30;   -2.92;    3.92;        ; 2020A&A...633A..99C ;
ESO_313-3             ;Vel ;127.90700000 ;-41.7840000 ;Op   ;OC    ;    1.8;   6135;  1.08;  8.60;   -3.19;    3.49;        ; 2020A&A...633A..99C ;
ESO_332-13            ;Sco ;254.16600000 ;-40.5750000 ;Op   ;OC    ;    7.2;   1811;  0.56;  6.82;   -0.62;   -1.39;   -5.00; Alessi (Gaia DR2)   ;
ESO_332-22            ;Sco ;256.85200000 ;-40.8170000 ;Op   ;OC    ;   13.8;   2443;  1.04;  8.00;   -0.93;   -2.14;        ; Alessi (Gaia DR2)   ;
ESO_332-8             ;Sco ;253.69500000 ;-40.7150000 ;Op   ;OC    ;   15.0;   1931;  0.24;  8.17;   -0.82;   -1.55;        ; Alessi (Gaia DR2)   ;?Yalyalieva G
ESO_368-11            ;Pup ;116.08600000 ;-34.6280000 ;Op   ;OC    ;    6.1;   2331;  0.07;  8.75;   -0.85;    2.28;        ; 2020A&A...633A..99C ;FSR 1353, FoF 38
ESO_368-14            ;Pup ;116.75100000 ;-32.9590000 ;Op   ;OC    ;    3.1;   4505;  0.42;  8.65;   -1.94;    3.56;        ; 2020A&A...633A..99C ;FSR 1343
ESO_370-17            ;Pyx ;127.95750000 ;-36.2058333 ;Op   ;OC    ;    4.2;   6494;  0.46;  9.00;   -2.31;    2.35;        ; Alessi (Gaia DR2)   ;
ESO_371-25            ;Pyx ;133.24800000 ;-35.4760000 ;Op   ;OC    ;    2.8;   7463;  0.73;  9.05;   -2.43;    1.75;        ; 2020A&A...633A..99C ;
ESO_392-13            ;Sco ;261.71700000 ;-34.6830000 ;Op   ;OC    ;   10.2;   1360;  0.75;  7.95;   -0.78;   -1.63;        ; Alessi (Gaia DR2)   ;
ESO_393-15            ;Sco ;265.92300000 ;-34.2030000 ;Op   ;OC    ;   10.9;   3175;  1.67;  9.15;    0.75;   -0.49;        ; 2020A&A...633A..99C ;UBC 328
ESO_429-2             ;Pup ;113.50652710 ;-28.1441218 ;Op   ;OC:   ;   41.5;   3408;  0.42;  6.90;   -2.85;    3.67;        ; 2020A&A...635A..45C ;UBC 464
ESO_429-5             ;Pup ;114.26200000 ;-32.2050000 ;Op   ;OC    ;    5.4;   5565;  0.94;  9.09;   -1.32;    1.96;        ; Alessi (Gaia DR2)   ;
ESO_430-18            ;Pup ;121.80967570 ;-30.8931089 ;Op   ;OC:   ;   24.1;   3987;      ;  8.81;   -2.65;    3.18;        ; 2020A&A...635A..45C ;FoF 1439, UBC 470
ESO_452-11            ;Sco ;249.85600000 ;-28.3990000 ;Op   ;GC    ;    9.0;   7770;  0.46; 10.10;   -1.54;   -6.42;        ; 2019MNRAS.484.2832V ;C1636-283
ESO_456-29            ;Sgr ;269.64875000 ;-32.0205560 ;Op   ;GC    ;    4.0;   8800;  1.58;  9.20;   -8.06;   -8.08;        ; 2019A&A...628A..45G ;Gran 1
ESO_518-3             ;Sco ;251.77500000 ;-25.8050000 ;Op   ;OC    ;   15.6;   3483;  0.37;  9.17;   -0.51;   -3.59;        ; Alessi (Gaia DR2)   ;
ESO_559-13            ;Pup ;112.17600000 ;-20.8070000 ;Op   ;OC    ;    3.0;   2500;  0.31;  9.44;   -1.40;    1.72;        ; 2020A&A...633A..99C ;FoF 938
ESO_559-2             ;CMa ;109.52250000 ;-18.5955556 ;Op   ;GC??  ;    1.6;   7692;      ;      ;   -0.70;    1.20;        ; Alessi (Gaia DR2)   ;
ESO_587-4             ;Oph ;256.08708300 ;-19.4500000 ;Op   ;OC    ;    5.6;   9881;  0.44;  9.18;   -3.26;   -3.63;        ; Alessi (Gaia DR2)   ;
ESO_589-26            ;Sgr ;270.56000000 ;-21.9220000 ;Op   ;OC    ;    3.7;   2976;  1.15;  7.69;   -0.22;   -2.69;        ; 2020A&A...633A..99C ;FoF 445
ESO_92-18             ;Car ;153.73000000 ;-64.6110000 ;Op   ;OC    ;    3.0;  31250;  0.31;  9.15;   -3.55;    2.76;        ; 2020A&A...633A..99C ;
ESO_92-5              ;Car ;150.80100000 ;-64.7550000 ;Op   ;OC    ;    5.2;  16393;  0.10;  9.30;   -2.92;    2.40;        ; 2020A&A...633A..99C ;
ESO_93-8              ;Car ;169.92100000 ;-65.2170000 ;Op   ;OC    ;    4.6;   4926;  0.62;  9.80;   -4.84;    1.58;   86.00; Alessi (Gaia DR2)   ;
ESO_95-RN_18_Cl       ;Cru ;192.83750000 ;-63.3027780 ;Op   ;EC    ;    1.5;   2355;      ;  6.50;    -5.3;   -1.52;        ; Alessi (Gaia DR2)   ;La Serena 48
E_3                   ;Cha ;140.23800000 ;-77.2820000 ;Op   ;GC    ;   12.0;   8390;  0.30;  9.90;   -2.69;    7.12;        ; 2019MNRAS.484.2832V ;ESO 37-1
El_Kanbi-Prestgard_4  ;Car ;162.30416700 ;-59.8547220 ;Op   ;OC?   ;    4.3;   3342;      ;      ;   -6.07;     2.5;        ; Alessi (Gaia DR2)   ;?UBC 263
El_Kanbi-Prestgard_5  ;Car ;163.92916700 ;-59.0986110 ;Op   ;OC?   ;    2.0;   4655;      ;      ;   -6.07;    2.42;        ; Alessi (Gaia DR2)   ;
El_Kanbi-Prestgard_6  ;Car ;150.27500000 ;-60.6883330 ;Op   ;OC?   ;    1.2;  10977;      ;      ;   -3.49;    2.62;        ; Alessi (Gaia DR2)   ;
El_Kanbi-Prestgard_8  ;Car ;158.61250000 ;-60.9419440 ;Op   ;OC?   ;    2.0;   6583;      ;      ;   -4.96;    2.56;        ; Alessi (Gaia DR2)   ;
Epsilon Hyi Subgr     ;Hyi ; 39.89750000 ;-68.2669444 ;Op   ;YAs   ;  330.0;     48;      ;  7.65;   87.30;    0.09;   13.60; Alessi (Gaia DR2)   ;
Eri_I                 ;Eri ; 66.18500000 ;-21.1870000 ;Op   ;GC    ;    1.0;  89760;  0.02; 10.00;    0.49;   -0.40;        ; 2019MNRAS.484.2832V ;ESO 551-1
Eri_II                ;Eri ; 56.08380000 ;-43.5338000 ;Op   ;UFD   ;    2.3; 366000;      ;      ;    0.16;    0.15;        ; arXiv:1806.02345v2  ;
Eri_III               ;Eri ; 35.68880000 ;-52.2847000 ;Op   ;GC    ;    0.6;  77600;  0.02; 10.08;    1.06;   -0.48;        ; 2019ApJ...875...77P ;DES 4, DES J0222-5217
Escorial_11           ;CMa ;104.53660230 ;-21.6285425 ;Op   ;OC    ;  185.0;    932;      ;      ;   -3.88;    3.55;        ; Alessi (Gaia DR2)   ;HH CMa
Escorial_13           ;CMa ;107.52568560 ;-25.2203713 ;Op   ;Asc   ;  198.0;    651;      ;  7.60;   -4.73;    3.62;        ; 2019arXiv190706872S ;UPK 477
Escorial_14           ;CMa ;107.16282940 ;-28.2688117 ;Op   ;OC    ;  109.9;    802;      ;      ;   -3.31;    3.76;        ; Alessi (Gaia DR2)   ;HD 55019 Cl
Escorial_19           ;CMa ;110.88900000 ;-31.9850000 ;Op   ;OC    ;  135.8;    369;      ;      ;   -7.67;    3.85;        ; 2008AN....329..801C ;
Escorial_2            ;Ori ; 75.37550610 ; +3.4801212 ;Op   ;OC    ;   37.2;    316;      ;      ;   -0.28;   -6.05;        ; Alessi (Gaia DR2)   ;V1360 Ori,
Escorial_20           ;Pup ;111.98361300 ;-26.7485421 ;Op   ;OC    ;  101.8;    923;      ;      ;   -3.73;    3.56;        ; Alessi (Gaia DR2)   ;HD 59138 Cl
Escorial_22           ;Pup ;114.21382480 ;-25.4076409 ;Op   ;OC    ;   63.8;   1178;      ;      ;   -5.03;    3.99;        ; Alessi (Gaia DR2)   ;HD 61071 Cl, Alessi 178
Escorial_23           ;Pup ;115.16973090 ;-27.1701350 ;Op   ;OC    ;  115.8;    441;      ;      ;   -5.61;    1.66;        ; Alessi (Gaia DR2)   ;HD 61987 Cl
Escorial_25           ;Pup ;117.40000000 ;-46.4000000 ;Op   ;OB    ;  150.0;    400;      ;  6.98;   -4.67;    8.89;        ; 2019A&A...621A.115C ;Alessi-Teutsch 6, QS Pup Cl, p Pup Cl, BBJ 1, Vela Ring D, FoF 2387, UPK 513
Escorial_29           ;Vel ;124.87326730 ;-47.5544226 ;Op   ;OC    ;   77.6;    371;      ;      ;  -10.08;    9.68;        ; Alessi (Gaia DR2)   ;IT Vel Cl
Eta_Hor_Subgr         ;Hor ; 39.35125000 ;-52.5430556 ;Op   ;YAs   ;  720.0;     50;      ;  7.65;   78.10;  -38.30;        ; Alessi (Gaia DR2)   ;
Eta_Per_Grp           ;Per ; 42.67416700 ;+55.8955560 ;Op   ;OC?   ;   16.0;   2650;      ;      ;    0.44;   -0.91;        ; Alessi (Gaia DR2)   ;TC 0250+5553
Eta_PsA_Cl            ;PsA ;330.21708330 ;-28.5766667 ;Op   ;OC    ;  380.0;    267;  0.05;  8.06;   15.60;   -1.00;        ; Alessi (Gaia DR2)   ;
FG_Aql_Cl             ;Aql ;285.59250000 ; -5.6055556 ;Op   ;EC    ;   13.0;    400;      ;      ;    1.70;  -10.00;        ; Alessi (Gaia DR2)   ;
FSH_1                 ;Aql ;288.58750000 ;+11.1530556 ;IR   ;EC    ;    1.6;   8403;      ;      ;   -2.34;   -6.00;        ; 2014ApJ...783..130R ;BDB 29
FSR_1000              ;Ori ; 93.06708300 ; +5.1850000 ;Op   ;OC    ;   19.2;   3099;  0.27;  8.79;    0.49;   -1.11;        ; Alessi (Gaia DR2)   ;
FSR_1006              ;Mon ; 95.73750000 ; +4.6261110 ;Op   ;OC?   ;    2.4;   7974;      ;      ;    0.31;   -0.19;        ; Alessi (Gaia DR2)   ;
FSR_101               ;Ser ;282.30916700 ; +2.7669440 ;Op   ;OC    ;    4.0;   3091;  2.19;  6.90;   -1.66;    -2.3;        ; Alessi (Gaia DR2)   ;
FSR_1014              ;Mon ; 97.89166700 ; +4.8475000 ;Op   ;EC    ;    2.5;   1634;      ;  6.61;   -1.84;    0.01;        ; Alessi (Gaia DR2)   ;Rosette C
FSR_1025              ;Mon ;102.62000000 ; +6.6120000 ;Op   ;OC    ;    1.3;   8333;  0.29;  8.60;    0.20;   -0.36;        ; 2020A&A...633A..99C ;
FSR_1032              ;Mon ; 99.07200000 ; +4.0110000 ;Op   ;OC    ;    2.6;   2193;  1.73;  8.72;   -1.37;   -3.17;        ; 2020A&A...633A..99C ;
FSR_1033              ;Mon ; 97.08708300 ; +2.9350000 ;Op   ;OC    ;   14.4;   3052;  0.73;  8.52;    0.22;   -0.87;        ; Alessi (Gaia DR2)   ;
FSR_1035              ;Mon ;100.64583300 ; +4.6808330 ;Op   ;OC    ;    5.0;   2585;      ;      ;   -0.55;   -0.57;        ; Alessi (Gaia DR2)   ;
FSR_1045              ;Mon ; 98.29166700 ; +2.4700000 ;Op   ;OC    ;   10.0;   1806;      ;      ;   -1.68;   -0.47;        ; Alessi (Gaia DR2)   ;TC 0633+0228
FSR_1051              ;Mon ;103.04600000 ; +3.6620000 ;Op   ;OC    ;    6.4;   2506;  0.44;  8.79;   -0.76;   -2.64;        ; 2020A&A...633A..99C ;
FSR_1063              ;Mon ; 98.65400000 ; -0.2650000 ;Op   ;OC    ;    4.1;   2545;  0.50;  8.86;    0.06;   -1.54;        ; 2020A&A...633A..99C ;SAI 66
FSR_1071              ;Mon ;102.84583300 ; +0.5613890 ;Op   ;OC?   ;    1.4;   2924;      ;      ;   -0.01;   -0.83;        ; Alessi (Gaia DR2)   ;
FSR_1077              ;Mon ;100.51500000 ; +0.8830560 ;Op   ;OC    ;   20.4;   2821;  0.42;  8.94;   -0.44;   -0.86;        ; Alessi (Gaia DR2)   ;
FSR_1083              ;CMi ;110.50300000 ; +3.5570000 ;Op   ;OC    ;    4.1;   5236;  0.79;  8.81;   -0.33;    0.24;        ; 2020A&A...633A..99C ;Kronberger 97
FSR_1085              ;Mon ;103.29000000 ; -0.1920000 ;Op   ;OC    ;    4.9;   1678;  0.08;  8.14;   -1.05;    0.26;        ; 2020A&A...633A..99C ;SAI 71, FoF 928
FSR_1088              ;Ori ; 85.25416700 ; -9.3513890 ;Op   ;OC?   ;    5.6;    453;      ;      ;    0.42;    -0.9;        ; Alessi (Gaia DR2)   ;
FSR_1092              ;Mon ; 99.42416700 ; -2.8188890 ;Op   ;OC    ;   19.2;   3672;  0.56;  8.80;    -0.4;    0.78;        ; Alessi (Gaia DR2)   ;
FSR_1099              ;Mon ; 98.62500000 ; -3.8400000 ;Op   ;OC    ;   16.8;   3170;  0.46;  8.63;   -0.55;    0.93;        ; Alessi (Gaia DR2)   ;
FSR_1100              ;Mon ;105.99000000 ; +0.0850000 ;Op   ;OC    ;   14.4;   3081;  0.25;  8.69;   -0.72;   -0.77;        ; Alessi (Gaia DR2)   ;
FSR_1113              ;Mon ;107.30000000 ; -1.5020000 ;Op   ;OC    ;    2.9;   3937;  0.56;  8.30;   -0.57;    1.91;        ; 2020A&A...633A..99C ;
FSR_1115              ;Mon ; 92.05500000 ; -9.5800000 ;Op   ;OC    ;   19.2;    812;  2.35;  6.90;   -2.21;    1.14;        ; Alessi (Gaia DR2)   ;
FSR_1117              ;Mon ; 94.15900000 ; -8.9450000 ;Op   ;OC    ;   10.8;    953;  0.90;  7.50;   -3.71;    0.70;        ; 2020A&A...633A..99C ;
FSR_1120              ;Mon ; 93.51000000 ; -9.3750000 ;Op   ;OC    ;   14.0;   1076;  3.12;  7.30;   -0.81;   -0.68;        ; Alessi (Gaia DR2)   ;
FSR_1125              ;Mon ;102.61900000 ; -5.4440000 ;Op   ;OC    ;    2.9;   8850;  0.83;  7.60;   -0.26;    1.05;        ; 2020A&A...633A..99C ;SAI 70
FSR_1126              ;Mon ; 99.11208300 ; -7.3200000 ;Op   ;OC    ;   18.6;   4011;  0.27;  9.12;   -0.53;    1.07;        ; Alessi (Gaia DR2)   ;
FSR_1129              ;Mon ;104.69208300 ; -4.9300000 ;Op   ;OC    ;   16.2;   1968;  0.71;  8.38;   -0.93;    0.87;        ; Alessi (Gaia DR2)   ;
FSR_1136              ;Mon ; 96.18708300 ;-10.2650000 ;Op   ;OC    ;   18.0;   3498;  0.94;  8.20;   -0.67;    1.05;        ; Alessi (Gaia DR2)   ;
FSR_1142              ;Mon ;111.27708300 ; -2.9000000 ;Op   ;OC    ;   11.4;   3598;  0.31;  9.10;   -1.09;    0.74;        ; Alessi (Gaia DR2)   ;
FSR_1144              ;Mon ;104.29800000 ; -6.6280000 ;Op   ;OC    ;    5.6;   1953;  0.31;  7.76;   -1.28;    1.14;        ; 2020A&A...633A..99C ;Kernya 45, FoF 731
FSR_1149              ;Mon ;105.99708300 ; -6.3850000 ;Op   ;OC    ;   13.2;   2925;  0.73;  8.27;   -1.11;    0.87;        ; Alessi (Gaia DR2)   ;
FSR_1150              ;Mon ;106.14600000 ; -6.6210000 ;Op   ;OC    ;    3.4;   4464;  0.73;  8.80;   -0.50;    0.10;        ; 2020A&A...633A..99C ;SAI 74
FSR_1152              ;Mon ;115.04208300 ; -2.0850000 ;Op   ;OC    ;   15.6;   2603;  0.60;  8.60;   -1.14;   -0.88;        ; Alessi (Gaia DR2)   ;
FSR_1153              ;Mon ;108.57300000 ; -5.6580000 ;Op   ;OC    ;    5.5;   3030;  0.15;  8.06;   -1.38;    1.21;        ; 2020A&A...633A..99C ;
FSR_1157              ;Mon ;110.65500000 ; -5.1150000 ;Op   ;OC    ;   10.8;   3475;  0.83;  7.70;   -1.28;    0.92;        ; Alessi (Gaia DR2)   ;
FSR_1159              ;Mon ;104.47791700 ; -8.7450000 ;Op   ;OC    ;   12.0;   3140;  0.58;  7.45;   -0.71;     0.9;        ; Alessi (Gaia DR2)   ;
FSR_1163              ;Mon ;104.81000000 ; -9.0780000 ;Op   ;OC    ;    9.1;   2525;  0.44;  9.15;    0.19;    1.22;        ; 2020A&A...633A..99C ;
FSR_1169              ;Mon ;105.71208300 ; -9.2550000 ;Op   ;OC    ;   20.4;   2892;  0.62;  8.68;   -1.15;    1.05;        ; Alessi (Gaia DR2)   ;
FSR_1170              ;Mon ;106.87300000 ; -8.8790000 ;Op   ;OC    ;    2.3;   3030;  0.67;  8.76;   -0.64;   -0.21;        ; 2020A&A...633A..99C ;
FSR_1171              ;Mon ;105.05800000 ;-10.3200000 ;Op   ;OC    ;    1.7;   4762;  0.73;  9.20;    0.24;   -0.86;        ; 2020A&A...633A..99C ;SAI 73
FSR_1172              ;Mon ;103.90900000 ;-11.0350000 ;Op   ;OC    ;    2.5;   2564;  0.62;  8.80;   -0.49;   -0.25;        ; 2020A&A...633A..99C ;
FSR_1173              ;Mon ;107.18708300 ; -9.4269440 ;Op   ;OC    ;   13.2;   3000;  0.62;  8.64;   -0.94;     0.8;        ; Alessi (Gaia DR2)   ;
FSR_1178              ;Mon ;106.31666700 ;-10.6694440 ;Op   ;OC    ;    5.0;   1088;  1.00;  6.65;   -3.68;    0.74;        ; Alessi (Gaia DR2)   ;
FSR_1179              ;CMa ; 99.12916700 ;-14.1919440 ;Op   ;OC    ;    1.2;   1370;      ;      ;   -0.53;    0.67;        ; Alessi (Gaia DR2)   ;
FSR_1180              ;Mon ;108.89700000 ; -9.4530000 ;Op   ;OC    ;    8.0;   3058;      ;  8.76;   -1.21;    1.81;        ; 2020A&A...633A..99C ;FoF 374
FSR_1183              ;Mon ;108.35700000 ; -9.8840000 ;Op   ;OC    ;    4.7;   2336;  0.42;  8.59;   -1.42;    1.22;        ; 2020A&A...633A..99C ;
FSR_1184              ;CMa ;105.67500000 ;-11.4508333 ;Op   ;OC    ;    8.0;   1206;  1.87;  8.35;   -3.89;    1.26;        ; Alessi (Gaia DR2)   ;
FSR_1185              ;CMa ;104.89083330 ;-11.9875000 ;Op   ;OC    ;    4.4;   1070;  1.08;  9.10;   -3.45;    0.36;        ; Alessi (Gaia DR2)   ;
FSR_1190              ;CMa ;106.76250000 ;-11.3350000 ;Op   ;OC    ;    1.2;   1181;      ;      ;   -4.41;    0.90;        ; Alessi (Gaia DR2)   ;
FSR_1207              ;CMa ;106.88300000 ;-13.3280000 ;Op   ;OC    ;    2.9;   2874;  0.54;  8.34;   -1.29;    0.76;        ; 2020A&A...633A..99C ;
FSR_1209              ;CMa ;106.78500000 ;-13.8270000 ;Op   ;OC    ;    4.0;   5263;  0.44;  9.12;   -0.93;    0.69;        ; 2020A&A...633A..99C ;Kernya 36
FSR_1211              ;Mon ;115.33600000 ; -9.6070000 ;Op   ;OC    ;    4.6;   3472;  0.05;  9.13;   -3.14;    2.56;        ; 2020A&A...633A..99C ;
FSR_1212              ;CMa ;106.94100000 ;-14.1450000 ;Op   ;OC    ;    3.7;   4630;  0.77;  8.65;   -0.25;    0.31;        ; 2020A&A...633A..99C ;Kernya 37
FSR_1226              ;Pup ;113.21500000 ;-13.7450000 ;Op   ;OC    ;   12.6;   3434;  0.58;  8.87;   -1.46;    1.27;        ; Alessi (Gaia DR2)   ;
FSR_123               ;Aql ;287.91100000 ;+12.0370000 ;Op   ;OC    ;    5.0;   5714;  1.25;  8.76;   -1.21;   -4.16;        ; 2020A&A...633A..99C ;
